"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0021","What are thermals?","Upward convective currents caused by uneven heating of the earth's surface by solar radiation","Downward cooling currents caused by by uneven heating of the earth's surface by solar radiation","Deviations from the standard trend of atmospheric properties' change with altitude","Boundaries separating air masses of different characteristics, such as air density, temperature and humidity","Upward convective currents caused by uneven heating of the earth's surface by solar radiation","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0022","What is the reason for the temperature increase during condensation?","The heating is a result of the latent heat being released","Rising air cools adiabatically and descends, so only warm air remains at altitude","Rising air cools adiabatically and starts ascending faster, so only warm air remains at the initial altitude","No other answer is correct","The heating is a result of the latent heat being released","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0023","What is an inversion layer?","A layer of air in which the temperature increases with height","A layer of air in which the temperature does not change with height","A layer of air in which the temperature decreases with height","No other answer is correct","A layer of air in which the temperature increases with height","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0024","What can be the reason for inversion? Select the most complete answer.","All answers are correct","Cold air sliding beneath warm air at a cold front line","Advection of warm air over a cold surface","Adiabatic heating of descending air in a high-pressure system","All answers are correct","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0025","Earth heating by solar radiation is referred to as _____.","insolation","absorption","reflection","conduction","insolation","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0026","What does the amount of the sun's heat absorbed by the earth depend on?","The sun's elevation and duration of the insolation","Solar strength and duration of the insolation","The sun's strength and elevation","The sun's distance from the earth","The sun's elevation and duration of the insolation","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0027","At what time of the day the temperature reaches its maximum value?","Around 3 pm","At 6 pm in the summer, at noon in the winter","At noon","At 5 pm","Around 3 pm","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0028","At what time of the day the temperature reaches its minimum value?","30 minutes after dawn","At 3 am","At midnight","Around 3 pm","30 minutes after dawn","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0029","How are surface temperature inversions frequently generated?","By terrestrial radiation on a calm clear night","By compression causing the release of latent heat in a layer of stratiform clouds","By an unstable air mass causing convection currents and mixing of the atmosphere at lower levels","By gusting winds increasing surface friction during the day with consequent mixing at the lower levels","By terrestrial radiation on a calm clear night","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0030","Which of the listed surfaces will heat up most quickly?","Concrete","Sea","Grass","Wet soil","Concrete","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0031","What is atmospheric pressure?","The force exerted by the atmosphere on any surface in contact with it, divided by a unit of area","The force exerted by the atmosphere on any surface in contact with it, divided by the total area of a specified region","The sum of the force exerted by the atmosphere on any surface and the aerodynamic force, divided by the total lift-generating area of the aeroplane","No other answer is correct","The force exerted by the atmosphere on any surface in contact with it, divided by a unit of area","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0032","Which of the following is not a unit of pressure?","N","Pa","mmHg","inHg","N","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0033","Which statement concerning pressure systems is true?","A col is a region between two highs and two lows; it is an area of stagnation in the form of a saddle","A trough is an elongated high-pressure system formed as an extension of an anticyclone","A low is a region where the atmospheric pressure at the surface is greater than its surroundings","A ridge is an elongated low-pressure system formed as an extension of a cyclone","A col is a region between two highs and two lows; it is an area of stagnation in the form of a saddle","Evionica"
"Meteorology – Q1 050.01(1)","Q1 050.01(1) Q0034","Which surface pressure system will most probably result in the lowest pressure existing aloft?","Warm High","Cold Low","Cold High","Warm Low","Warm High","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0001","Which of the following is not a unit of density?","Pounds per square inch","Grams per cubic centimetre","Kilograms per cubic metre","No other answer is correct","Pounds per square inch","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0002","With all other factors being constant, which of the following would cause an increase in the air density?","Air pressure increase","Stability increase","Relative humidity increase","Temperature increase","Air pressure increase","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0003","Regarding air density, which of the following statements is true?","Warm air is less dense than cold air","Cold air is less dense than warm air","Air density is not influenced by air humidity","If the temperature is decreasing the air density will decrease","Warm air is less dense than cold air","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0004","When no heat exchange is possible, which statement is true regarding an ascending parcel of air?","An ascending parcel of air will reduce in pressure, decrease in density and increase in volume","An ascending parcel of air will maintain volume, decrease in density and reduce in pressure","An ascending parcel of air will reduce in pressure, rise in temperature and decrease in density","An ascending parcel of air will maintain pressure, reduce in density and increase in volume","An ascending parcel of air will reduce in pressure, decrease in density and increase in volume","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0005","According to the ISA model, at which flight level the air density reaches 50% of the MSL density?","FL220","FL180","FL400","FL200","FL220","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0006","A pressure altimeter can indicate different altitudes depending on the setting. Regardless of setting, what can generally be said about its indications?","A pressure altimeter indicates altitude corresponding to the difference between reference pressure and the pressure where the instrument is","A pressure altimeter indicates altitude above mean sea level at +15°C","A pressure altimeter indicates altitude in the standard atmosphere at +15°C","A pressure altimeter indicates height above terrain","A pressure altimeter indicates altitude corresponding to the difference between reference pressure and the pressure where the instrument is","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0007","Which FL corresponds to the 300 hPa pressure level?","FL300","FL390","FL50","FL100","FL300","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0008","How can QNH be defined?","QNH is the atmospheric pressure reduced to mean sea level, using the standard temperature gradient","QNH is the QFE reduced to mean sea level, using actual temperature gradient","QNH is the QNE reduced to mean sea level, using standard temperature gradient","QNH is the QFF reduced to mean sea level, using standard temperature gradient","QNH is the atmospheric pressure reduced to mean sea level, using the standard temperature gradient","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0009","What does QFF stand for?","QFE reduced to MSL, using actual temperature gradient","QNH reduced to MSL, using standard temperature gradient","QNE reduced to MSL, using standard temperature gradient","QFE reduced to MSL, using standard temperature gradient","QFE reduced to MSL, using actual temperature gradient","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0010","The QNH of an aerodrome located 30 ft below sea level is equal to 1011 hPa. The air temperature is 15°C above ISA at all altitudes. What is the QFF?","Higher than 1011 hPa","Equal to 1011 hPa","Lower than 1011 hPa","This cannot be answered with the given information","Higher than 1011 hPa","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0011","When is QNH equal to QFE and QFF?","At MSL","At FL100","At FL0","At 1013 hPa isobaric surface","At MSL","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0012","The QNH is equal to the QFE if _____.","the elevation of the aerodrome is equal to 0 ft","the actual temperature equals the standard temperature","the actual temperature is lower than the standard temperature","the actual temperature is higher than the standard temperature","the elevation of the aerodrome is equal to 0 ft","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0013","Consider a stationary aircraft. What effect will decreasing pressure have on the altimeter-indicated altitude?","The indicated altitude will increase","The indicated altitude will decrease","The indicated altitude will remain unchanged","The indicated altitude will increase or decrease, depending on the ISA temperature deviation","The indicated altitude will increase","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0014","Which statement is correct concerning the true altitude when flying from a warm to a cold region with a constant FL indication on the altimeter?","True altitude decreases","True altitude increases","True altitude will remain unchanged","True altitude will increase or decrease, depending on the relative humidity","True altitude decreases","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0015","What errors may altimeters be subject to? Select the most complete answer.","All answers are correct","Mechanical errors","Temperature errors","Barometric errors","All answers are correct","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0016","How can the difference between the true altitude and the altimeter indication be calculated?","By applying the 4% rule, knowing that per each 10 °C below ISA the altitude decreases by 4%","By applying the 4% rule, knowing that per each 10 °C below ISA the altitude increases by 4%","By applying the 4% rule, knowing that per each 10 °C above ISA the altitude decreases by 4%","By applying the 10% rule, knowing that per each 4 °C above ISA the altitude decreases by 10%","By applying the 4% rule, knowing that per each 10 °C below ISA the altitude decreases by 4%","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0017","During the climb after take-off, the altimeter setting is adjusted at the transition altitude. If the local QNH is 1023 hPa, what will happen to the altimeter indication during the resetting procedure?","The altimeter indication will decrease","The altimeter indication will remain the same","The altimeter indication will increase","It is not possible to give a definitive answer","The altimeter indication will decrease","Evionica"
"Meteorology – Q2 050.01(2)","Q2 050.01(2) Q0018","What happens when, while passing the Transition Level, you set the subscale on your altimeter to the local QNH of 1018 hPa?","Your indicated altitude increases","Your indicated altitude decreases","Your setting is wrong; the subscale setting should remain at 1013 hPa until passing the Transition Altitude","A correct answer is not possible without knowing the exact OAT","Your indicated altitude increases","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0001","What is the approximate speed of 30 m/s wind given in knots?","60 kt","50 kt","55 kt","65 kt","60 kt","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0002","What is the approximate speed of 20 kt wind given in m/s?","10 m/s","5 m/s","15 m/s","20 m/s","10 m/s","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0003","What is the approximate speed of 30 m/s wind given in kt?","60 kt","55 kt","65 kt","70 kt","60 kt","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0004","When the wind direction changes in a clockwise direction, then we say that the wind is _____.","veering","revolving","reducing","backing","veering","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0005","When the wind direction changes in an anticlockwise direction, then we say that the wind is _____.","backing","veering","converging","diverging","backing","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0006","Under what conditions are gusts reported by an ATC?","Change of speed is not less than 10 kt when compared to the mean wind speed","Change of speed is not less than 5 kt when compared to the mean wind speed","Change of speed is not less than 15 kt when compared to the mean wind speed","Every sudden change of speed is reported as a gust","Change of speed is not less than 10 kt when compared to the mean wind speed","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0007","Which of the following statements is true?","A squall is a gust that lasts for no less than one minute","A gust is a squall that lasts for no less than one minute","A squall is a gust that lasts for no less than five minutes","A gust is a squall that lasts for no less than five minutes","A squall is a gust that lasts for no less than one minute","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0008","What is the minimum speed for the wind to be classified as a gale?","34 kt","35 kt","32 kt","33 kt","34 kt","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0009","What is the minimum speed for the wind to be classiefied as a hurricane?","63 kt","61 kt","60 kt","62 kt","63 kt","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0010","An anemometer can be used to measure _____.","wind speed","wind direction","air pressure","temperature","wind speed","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0011","How is the speed of a surface wind measured?","10 m above the level of an aerodrome with an anemometer","10 m above the level of an aerodrome with a wind vane","12 m above the level of an aerodrome with a wind vane","2 m above the runway surface with an anemometer","10 m above the level of an aerodrome with an anemometer","Merged"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0012","Where should an anemometer measuring the surface wind speed be placed?","10 m above the level of an aerodrome","Next to the runway, 2 m above the ground","On the roof of an aerodrome meteorological station","5 m above the level of an aerodrome","10 m above the level of an aerodrome","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0013","Which of the following devices is used for measuring the parameters of upper winds?","GPS tracked radiosondes","Ceilometers","Anemometers","Wind vanes","GPS tracked radiosondes","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0014","What force is the main reason for the occurrence of the wind?","Pressure Gradient Force (PGF)","Coriolis Force (CF)","Centrifugal force","Frictional force","Pressure Gradient Force (PGF)","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0015","What is the direction of Pressure Gradient Force (PGF)?","Perpendicular to isobars, towards the low pressure","Perpendicular to isobars, towards the high pressure","Parallel to isobars, towards the high pressure","Parallel to isobars, towards the low pressure","Perpendicular to isobars, towards the low pressure","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0016","The natural tendency of the air is that it flows _____.","from the area of high pressure to the area of low pressure","from the area of low pressure to the area of high pressure","from the land towards the sea","from mountainous regions towards the flat terrain","from the area of high pressure to the area of low pressure","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0017","The greater the horizontal pressure grades, the","Closer the isobars to each other and the stronger the wind","Closer the isobars to each other and the weaker the wind","Further the isobars from each other and the weaker the wind","Further the isobars from each other and the stronger the wind","Closer the isobars to each other and the stronger the wind","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0018","What is the indication of a large pressure gradient?","Closely spaced isobars and strong winds","Closely spaced isobars and light winds","Distantly spaced isobars and strong winds","Distantly spaced isobars and light winds","Closely spaced isobars and strong winds","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0019","What causes that the air does not flow directly from the area of high pressure to the area of low pressure?","Coriolis Force (CF)","Pressure Gradient Force (PGF)","Friction force","Centrifugal force","Coriolis Force (CF)","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0020","Due to the Coriolis Force (CF), the wind _____.","veers in the northern hemisphere and backs in the southern hemisphere","veers in both hemispheres","backs in the northern hemisphere and veers in the southern hemisphere","backs in both hemispheres","veers in the northern hemisphere and backs in the southern hemisphere","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0021","What is true about the Coriolis Force (CF)? Select the most complete answer.","All answers are correct","Coriolis Force (CF) is stronger at the poles than on the Equator","In the northern hemisphere, Coriolis Force (CF) deflects the wind to the right","Coriolis Force (CF) always acts perpendicular to the direction of movement","All answers are correct","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0022","What are the factors affecting the geostrophic wind? (PGF – Pressure Gradient Force, ρ – air density, θ – latitude, Ω – angular velocity of the earth)","PGF, ρ, θ, Ω","PGF, ρ, θ","ρ, θ, Ω","PGF, θ, Ω","PGF, ρ, θ, Ω","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0023","The speed of the geostrophic wind is directly proportional to the _____.","Pressure Gradient Force (PGF)","sine of the latitude","air density","latitude","Pressure Gradient Force (PGF)","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0024","Which forces need to be balanced for the geostrophic wind to occur?","Pressure Gradient Force (PGF) and Coriolis Force (CF)","Pressure Gradient Force (PGF), Coriolis Force (CF), and centrifugal force","Pressure Gradient Force (PGF), Coriolis Force (CF), and friction force","Pressure Gradient Force (PGF), centrifugal force, and friction force","Pressure Gradient Force (PGF) and Coriolis Force (CF)","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0025","According to Buys Ballot’s law, when standing in the northern hemisphere with our back to the wind, the _____.","low-pressure system is on the left","high-pressure system is ahead","low-pressure system is on the right","low-pressure system is ahead","low-pressure system is on the left","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0026","You fly with left drift in the northern hemisphere. How does the surface pressure changes then?","The surface pressure increases","The surface pressure decreases","The surface pressure remains unchanged","It cannot be assessed","The surface pressure increases","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0027","What is true about the speeds of geostrophic winds blowing at latitudes of 40°N, 50°N, and 60°N if they are caused by the same pressure gradient? Select the most complete answer.","The wind blowing at the latitude of 40°N is the strongest","All answers are correct","The wind blowing at 50°N is the weakest","The wind blowing at the latitude of 50°N is weaker than the wind blowing at the latitude of 60°N","The wind blowing at the latitude of 40°N is the strongest","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0028","The same Pressure Gradient Force (PGF) will cause stronger wind","at lower latitudes","at higher latitudes","during the summer","during the winter","at lower latitudes","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0029","What are necessary conditions for the wind to be geostrophic?","No other answer is correct","The wind must blow at latitudes lower than 15°","The isobars must be curved","The wind must blow in the friction layer","No other answer is correct","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0030","What is the difference between gradient winds and geostrophic winds?","Shape of isobars","Magnitude of friction force","Difference in temperatures","Different latitudes","Shape of isobars","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0031","What is true about the gradient wind? Select the most complete answer.","The gradient wind is caused by Pressure Gradient Force (PGF) and Coriolis Force (CF) which do not balance each other","All answers are correct","The gradient wind is always stronger than the corresponding geostrophic wind","The gradient wind blows along straight isobars","The gradient wind is caused by Pressure Gradient Force (PGF) and Coriolis Force (CF) which do not balance each other","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0032","At the same latitude, the geostrophic wind is stronger than the equivalent gradient wind blowing around a low because _____.","centrifugal force opposes the Pressure Gradient Force (PGF)","Coriolis Force (CF) adds to the Pressure Gradient Force (PGF)","Coriolis Force (CF) opposes the Pressure Gradient Force (PGF)","centrifugal force adds to the Pressure Gradient Force (PGF)","centrifugal force opposes the Pressure Gradient Force (PGF)","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0033","At the same latitude, when the pressure gradient remains the same, what is true about the relationship between the geostrophic wind and gradient wind?","Gradient wind is stronger than the geostrophic wind when it blows around an anticyclone","Gradient wind is weaker than the geostrophic wind when it blows around an anticyclone","Gradient wind is always stronger than the geostrophic wind","Gradient wind is always weaker than the geostrophic wind","Gradient wind is stronger than the geostrophic wind when it blows around an anticyclone","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0034","What is the relationship between the gradient wind blowing around an anticyclone and the equivalent gradient wind blowing around a low?","Gradient wind blowing around an anticyclone is always stronger than the equivalent gradient wind blowing around a low","Gradient winds blowing around both an anticyclone and a low are of the same speed","Gradient wind blowing around an anticyclone is always weaker than the equivalent gradient wind blowing around a low","It is impossible to determine which gradient wind is stronger","Gradient wind blowing around an anticyclone is always stronger than the equivalent gradient wind blowing around a low","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0035","What can we say about the geostrophic wind scale? Select the most complete answer.","Geostrophic wind scale overestimates the speed of the gradient wind blowing in a depression","All answers are correct","Geostrophic wind scale allows to assess the gradient wind speed","Geostrophic wind scale overestimates the speed of the gradient wind blowing around an anticyclone","Geostrophic wind scale overestimates the speed of the gradient wind blowing in a depression","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0036","What is the relationship between the surface wind and the wind blowing 3,000 ft above the ground?","The surface wind blows across the isobars, and its speed is lower than the speed of the wind blowing aloft","The surface wind always veers from the direction of the wind blowing aloft","The surface wind blows along the isobars, and its speed is lower than the speed of the wind blowing aloft","The surface wind always backs from the direction of the wind blowing aloft","The surface wind blows across the isobars, and its speed is lower than the speed of the wind blowing aloft","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0037","In the northern hemisphere, when compared to the equivalent geostrophic wind, the surface wind","backs, and its speed decreases","backs, and its speed increases","veers, and its speed decreases","veers, and its speed increases","backs, and its speed decreases","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0038","What is the expected direction and speed of the wind blowing at a height of 2,000 ft above the London Heathrow Airport when the surface wind of 190° / 20 kt has been reported?","220° / 40 kt","220° / 30 kt","200° / 40 kt","250° / 30 kt","220° / 40 kt","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0039","What is the relationship between the surface wind and the equivalent geostrophic wind blowing over the sea in the northern hemisphere?","The surface wind backs from the direction of the geostrophic wind by around 10°","The surface wind veers from the direction of the geostrophic wind by around 10°","The surface wind backs from the direction of the geostrophic wind by around 30°","The surface wind veers from the direction of the geostrophic wind by around 30°","The surface wind backs from the direction of the geostrophic wind by around 10°","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0040","What is true about the surface wind? Select the most complete answer.","All answers are correct","Its speed reaches the highest daily value around 1500 when the thermal currents are strongest","It backs in the northern hemisphere and veers in the southern hemisphere","Its speed reaches the lowest daily value around 30 minutes after sunrise when the thermal currents are weakest","All answers are correct","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0041","In high-pressure systems _____.","the wind tends to be strongest in the early afternoon","The angle between the isobars and the wind direction is greatest in the afternoon","the wind tends to be strongest in the morning","No other answer is correct","the wind tends to be strongest in the early afternoon","Evionica"
"Meteorology – Q3 050.02(1)","Q3 050.02(1) Q0042","In the northern hemisphere, what is the relationship between the wind blowing in the lower areas of the friction layer and the wind blowing in the upper areas of the friction layer?","When the vertical speed gradient decreases, the wind veers near the ground and backs on the top of the friction layer","When the vertical speed gradient decreases, the wind veers to a greater extent near the ground than on the top of the friction layer","When the vertical speed gradient decreases, the wind backs to a greater extent near the ground than on the top of the friction layer","When the vertical speed gradient decreases, the wind backs near the ground and veers on the top of the friction layer","When the vertical speed gradient decreases, the wind veers near the ground and backs on the top of the friction layer","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0001","Why does global circulation exist on the earth? Select the most complete answer.","Because different regions of our planet heat up differently","Because semi-permanent areas of high and low pressure exist on our planet","Due to significant differences in temperature of seas and landmasses","All answers are correct","Because different regions of our planet heat up differently","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0002","Which is the correct order of circulatory cells, from the equator towards the poles?","Hadley cell, Ferrel cell, Polar cell","Ferrel cell, Hadley cell, Polar cell","Ferrel cell, Polar cell, Hadley Cell","Hadley cell, Polar cell, Ferrel cell","Hadley cell, Ferrel cell, Polar cell","Evionica"
